Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      5.36     0.00      791     0.00     0.00  std::_Tuple_impl<0ul, void (*)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >, int, int>::_Tuple_impl<void (&)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >, int, int&, void>(void (&)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&, int&&, int&)
  0.00      5.36     0.00      791     0.00     0.00  std::_Tuple_impl<2ul, int, int>::_Tuple_impl<int, int&, void>(int&&, int&)
  0.00      5.36     0.00      524     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >, int, int> > >::_State_impl<void (&)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >, int, int&>(void (&)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&, int&&, int&)
  0.00      5.36     0.00      521     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >, int, int> > >::_State_impl<void (&)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >, int&, int>(void (&)(std::vector<int, std::allocator<int> >&, int, int), std::reference_wrapper<std::vector<int, std::allocator<int> > >&&, int&, int&&)
  0.00      5.36     0.00      443     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      5.36     0.00      352     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
  0.00      5.36     0.00      335     0.00     0.00  std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      5.36     0.00      300     0.00     0.00  std::reference_wrapper<std::atomic<bool> >&& std::forward<std::reference_wrapper<std::atomic<bool> > >(std::remove_reference<std::reference_wrapper<std::atomic<bool> > >::type&)
  0.00      5.36     0.00      239     0.00     0.00  main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&)
  0.00      5.36     0.00      224     0.00     0.00  __gnu_cxx::new_allocator<int>::_M_max_size() const
  0.00      5.36     0.00      205     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
  0.00      5.36     0.00      191     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      5.36     0.00      154     0.00     0.00  int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      5.36     0.00      150     0.00     0.00  void (&std::forward<void (&)(std::atomic<bool>&)>(std::remove_reference<void (&)(std::atomic<bool>&)>::type&))(std::atomic<bool>&)
  0.00      5.36     0.00      149     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      5.36     0.00      146     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      5.36     0.00      146     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      5.36     0.00      146     0.00     0.00  std::vector<int, std::allocator<int> >::max_size() const
  0.00      5.36     0.00      146     0.00     0.00  std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&)
  0.00      5.36     0.00      146     0.00     0.00  std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      5.36     0.00      146     0.00     0.00  std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  0.00      5.36     0.00      146     0.00     0.00  std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
  0.00      5.36     0.00      146     0.00     0.00  int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      5.36     0.00      146     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
  0.00      5.36     0.00      128     0.00     0.00  bool __gnu_cxx::__is_null_pointer<char>(char*)
  0.00      5.36     0.00      128     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
  0.00      5.36     0.00      128     0.00     0.00  std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag)
  0.00      5.36     0.00      128     0.00     0.00  std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&)
  0.00      5.36     0.00      128     0.00     0.00  std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*)
  0.00      5.36     0.00      125     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      5.36     0.00      124     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  0.00      5.36     0.00       90     0.00     0.00  void (*&&std::forward<void (*)(std::atomic<bool>&)>(std::remove_reference<void (*)(std::atomic<bool>&)>::type&))(std::atomic<bool>&)
  0.00      5.36     0.00       88     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      5.36     0.00       80     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...)
  0.00      5.36     0.00       80     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*)
  0.00      5.36     0.00       80     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type)
  0.00      5.36     0.00       80     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&)
  0.00      5.36     0.00       80     0.00     0.00  std::__cxx11::to_string(long double)
  0.00      5.36     0.00       78     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      5.36     0.00       78     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      5.36     0.00       78     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      5.36     0.00       78     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      5.36     0.00       78     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      5.36     0.00       75     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      5.36     0.00       73     0.00     0.00  std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const
  0.00      5.36     0.00       73     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  0.00      5.36     0.00       73     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      5.36     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      5.36     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      5.36     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      5.36     0.00       60     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      5.36     0.00       60     0.00     0.00  std::remove_reference<std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >&>::type&& std::move<std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >&>(std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >&)
  0.00      5.36     0.00       50     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00      5.36     0.00       48     0.00     0.00  std::__atomic_base<bool>::operator=(bool)
  0.00      5.36     0.00       48     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      5.36     0.00       43     0.00     0.00  std::chrono::duration<double, std::ratio<1l, 1000000l> >::count() const
  0.00      5.36     0.00       40     0.00     0.00  std::setw(int)
  0.00      5.36     0.00       39     0.00     0.00  std::_Setfill<char> std::setfill<char>(char)
  0.00      5.36     0.00       37     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long)
  0.00      5.36     0.00       35     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      5.36     0.00       30     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_propagate_on_copy_assign()
  0.00      5.36     0.00       30     0.00     0.00  std::reference_wrapper<std::atomic<bool> >::get() const
  0.00      5.36     0.00       30     0.00     0.00  std::reference_wrapper<std::atomic<bool> >::operator std::atomic<bool>&() const
  0.00      5.36     0.00       30     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      5.36     0.00       30     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      5.36     0.00       30     0.00     0.00  std::vector<int, std::allocator<int> >::capacity() const
  0.00      5.36     0.00       30     0.00     0.00  std::_Head_base<0ul, void (*)(std::atomic<bool>&), false>::_M_head(std::_Head_base<0ul, void (*)(std::atomic<bool>&), false>&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Head_base<0ul, void (*)(std::atomic<bool>&), false>::_Head_base(void (* const&)(std::atomic<bool>&))
  0.00      5.36     0.00       30     0.00     0.00  std::_Head_base<0ul, main::{lambda()#1}, false>::_Head_base<main::{lambda()#1}>(main::{lambda()#1}&&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Head_base<1ul, std::reference_wrapper<std::atomic<bool> >, false>::_M_head(std::_Head_base<1ul, std::reference_wrapper<std::atomic<bool> >, false>&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Head_base<1ul, std::reference_wrapper<std::atomic<bool> >, false>::_Head_base<std::reference_wrapper<std::atomic<bool> > >(std::reference_wrapper<std::atomic<bool> >&&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Tuple_impl<0ul, void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >::_M_head(std::_Tuple_impl<0ul, void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Tuple_impl<0ul, void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >::_Tuple_impl<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >, void>(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Tuple_impl<0ul, main::{lambda()#1}>::_Tuple_impl<main::{lambda()#1}>(main::{lambda()#1}&&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Tuple_impl<1ul, std::reference_wrapper<std::atomic<bool> > >::_M_head(std::_Tuple_impl<1ul, std::reference_wrapper<std::atomic<bool> > >&)
  0.00      5.36     0.00       30     0.00     0.00  std::_Tuple_impl<1ul, std::reference_wrapper<std::atomic<bool> > >::_Tuple_impl<std::reference_wrapper<std::atomic<bool> > >(std::reference_wrapper<std::atomic<bool> >&&)
  0.00      5.36     0.00       30     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      5.36     0.00       30     0.00     0.00  std::reference_wrapper<std::atomic<bool> >::_S_fun(std::atomic<bool>&)
  0.00      5.36     0.00       30     0.00     0.00  std::reference_wrapper<std::atomic<bool> >::reference_wrapper<std::atomic<bool>&, void, std::atomic<bool>*>(std::atomic<bool>&)
  0.00      5.36     0.00       30     0.00     0.00  int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*)
  0.00      5.36     0.00       30     0.00     0.00  std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >::tuple<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >, true>(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&)
  0.00      5.36     0.00       30     0.00     0.00  std::tuple<main::{lambda()#1}>::tuple<main::{lambda()#1}, true, true>(main::{lambda()#1}&&)
  0.00      5.36     0.00       30     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > > > >::_State_impl<void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> > >(void (&)(std::atomic<bool>&), std::reference_wrapper<std::atomic<bool> >&&)
  0.00      5.36     0.00       30     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<main::{lambda()#1}> > >::_State_impl<main::{lambda()#1}>(main::{lambda()#1}&&)
